,Count,discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year,top10,horizontal,vertical,top10C,Country_Rank,Year_Rank,Gender_Rank,Medal_Rank
8256,1,Archery,individual FITA Olympic round  70m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sung-hyun-park-1,Sung-Hyun Park,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8259,1,Cycling Road,individual road race women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/emma-johansson,Emma Johansson,Sweden,SE,SWE,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8271,1,Taekwondo,Beijing 2008 Taekwondo - 49 kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/buttree-puedpong,Buttree Puedpong,Thailand,TH,THA,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8283,1,Taekwondo,57 - 67 kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/karine-sergerie,Karine Sergerie,Canada,CA,CAN,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8295,1,Taekwondo,49 - 57 kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/azize-tanrikulu,Azize Tanrikulu,Turkey,TR,TUR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8299,1,Taekwondo,67 kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/nina-solheim,Nina Solheim,Norway,NO,NOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8361,1,Wrestling,"Middleweight, Freestyle (≤63 kilograms) Women",Women,SILVER,Athlete,,https://olympics.com/en/athletes/alena-kartashova,Alena Kartashova,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Wrestling,3,1,Other,,32,0,1
8400,1,Wrestling,"Heavyweight, Freestyle (≤72 kilograms) Women",Women,SILVER,Athlete,,https://olympics.com/en/athletes/stanka-zlateva,Stanka Zlateva,Bulgaria,BG,BUL,China,Beijing 2008,Summer,2008,Wrestling,3,1,Other,,32,0,1
8424,1,Athletics,20km race walk women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kjersti-platzer,Kjersti Platzer,Norway,NO,NOR,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8429,1,Athletics,1500m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/iryna-lishchynska,Iryna Lishchynska,Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8432,1,Athletics,shot put women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/misleydis-gonzalez,Misleydis Gonzalez,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8450,1,Athletics,discus throw women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/olena-antonova,Olena Antonova,Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8486,1,Athletics,triple jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/olga-rypakova,Olga Rypakova,Kazakhstan,KZ,KAZ,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8510,1,Athletics,high jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/blanka-vlasic,Blanka Vlasic,Croatia,HR,CRO,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8519,1,Athletics,marathon women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/catherine-ndereba,Catherine Ndereba,Kenya,KE,KEN,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8522,1,Athletics,5000m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/meseret-defar,Meseret Defar,Ethiopia,ET,ETH,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8528,1,Athletics,100m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sherone-simpson,Sherone Simpson,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8529,1,Athletics,100m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kerron-stewart,Kerron Stewart,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8537,1,Athletics,3000m steeplechase women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/eunice-jepkorir,Eunice Jepkorir,Kenya,KE,KEN,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8540,1,Athletics,800m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/janeth-jepkosgei-busienei,Janeth Jepkosgei Busienei,Kenya,KE,KEN,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8549,1,Athletics,400m women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/shericka-williams,Shericka Williams,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,1
8564,1,Judo,70  78kg halfheavyweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yalennis-castillo,Yalennis Castillo,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,1
8568,1,Judo,- 48 kg - extralightweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yanet-bermoy-acosta,Yanet Bermoy Acosta,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,1
8572,1,Judo,63  70kg middleweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anaysi-hernandez,Anaysi Hernandez,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,1
8576,1,Judo,48  52kg halflightweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kum-ae-an,Kum Ae An,North Korea,KP,PRK,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,1
8600,1,Judo,52  57kg lightweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/deborah-gravenstijn,Deborah Gravenstijn,Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,1
8620,1,Weightl.,69kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/leidy-yessenia-solis-arboleda,Leidy Yessenia Solis Arboleda,Colombia,CO,COL,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8626,1,Weightl.,48kg women,Women,SILVER,Athlete,,,Jeong-Hwa Im,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8629,1,Weightl.,75kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/lidia-valentin-perez-1,Lidia Valentin Perez,Spain,ES,ESP,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8635,1,Weightl.,63kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/ying-chi-lu,Ying-Chi Lu,Chinese Taipei,TW,TPE,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8644,1,Weightl.,+75kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/ele-opeloge,Ele Opeloge,Samoa,WS,SAM,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8647,1,Weightl.,58kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jong-ae-o,Jong Ae O,North Korea,KP,PRK,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8653,1,Weightl.,53kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jinhee-yoon,Jinhee Yoon,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,1
8659,1,Diving,3m springboard women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/ioulia-pakhalina,Ioulia Pakhalina,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8662,1,Diving,10m platform women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/emilie-heymans,Emilie Heymans,Canada,CA,CAN,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8671,1,Cycling Mountain Bike,cross-country women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/maja-wloszczowska,Maja Wloszczowska,Poland,PL,POL,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8683,1,Sailing,Laser Radial - One Person Dinghy women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/gintare-scheidt,Gintare Scheidt,Lithuania,LT,LTU,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8698,1,Shooting,10m air pistol 40 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/natalia-paderina,Natalia Paderina,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,1
8704,1,Shooting,25m pistol 3030 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/gundegmaa-otryad,Gundegmaa Otryad,Mongolia,MN,MGL,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,1
8707,1,Shooting,50m rifle 3 positions 3x20 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/katerina-emmons,Katerina Emmons,Czech Republic,CZ,CZE,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,1
8716,1,Shooting,10m air rifle 40 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/lyubov-galkina,Lyubov Galkina,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,1
8725,1,Shooting,trap 75 targets women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zuzana-stefecekova,Zuzana Stefecekova,Slovakia,SK,SVK,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,1
8746,1,Tennis,Singles women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/dinara-safina,Dinara Safina,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8752,1,Rhythmic Gymnastics,individual all-round women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/inna-zhukova,Inna Zhukova,Belarus,BY,BLR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8782,1,Cycling Track,points race women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yoanka-gonzalez-perez,Yoanka Gonzalez Perez,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
8806,1,Swimming,100m backstroke women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kirsty-leigh-coventry,Kirsty Leigh Coventry,Zimbabwe,ZW,ZIM,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,1
8843,1,Swimming,200m individual medley women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kirsty-leigh-coventry,Kirsty Leigh Coventry,Zimbabwe,ZW,ZIM,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,1
8856,1,Swimming,400m individual medley women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kirsty-leigh-coventry,Kirsty Leigh Coventry,Zimbabwe,ZW,ZIM,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,1
8865,1,Swimming,200m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sara-isakovic,Sara Isakovic,Slovenia,SI,SLO,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,1
8895,1,Trampoline Gymnastics,Individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/karen-cockburn,Karen Cockburn,Canada,CA,CAN,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,1
701,1,Fencing,sabre team women,Women,GOLD,GameTeam,Ukraine team,,,Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Fencing,4,2,Other,,32,0,2
704,1,Fencing,foil team women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Fencing,4,2,Other,,32,0,2
710,1,Archery,team FITA Olympic round  70m women,Women,GOLD,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
719,1,Hockey,tournament women,Women,GOLD,GameTeam,Netherlands team,,,Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
725,1,Water Polo,water polo women,Women,GOLD,GameTeam,Netherlands team,,,Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
752,1,Handball,handball women,Women,GOLD,GameTeam,Norway team,,,Norway,NO,NOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
755,1,Athletics,4x100m relay women,Women,GOLD,GameTeam,Belgium team,,,Belgium,BE,BEL,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
767,1,Artistic Swimming,team women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
770,1,Volleyball,volleyball women,Women,GOLD,GameTeam,Brazil team,,,Brazil,BR,BRA,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
791,1,Rhythmic Gymnastics,group competition women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
827,1,Swimming,4x100m freestyle relay women,Women,GOLD,GameTeam,Netherlands team,,,Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,2
3645,1,Artistic Swimming,duet women,Women,GOLD,GameTeam,Russian Federation team,,"['Anastasia Davydova', 'Anastasiya Yermakova']",Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
4573,1,Rowing,double sculls 2x women,Women,GOLD,GameTeam,New Zealand team,,"['Caroline Evers-Swindell', 'Georgina Evers-Swindell']",New Zealand,NZ,NZL,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,0,2
4614,1,Rowing,lightweight double sculls 2x women,Women,GOLD,GameTeam,Netherlands team,,"['Marit Van Eupen', 'Kirsten Van Der Kolk']",Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,0,2
4707,1,Rowing,pair without coxswain 2 women,Women,GOLD,GameTeam,Romania team,,"['Viorica Susanu', 'Georgeta Andrunache']",Romania,RO,ROU,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,0,2
8282,1,Taekwondo,57 - 67 kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kyung-seon-hwang,Kyung Seon Hwang,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8294,1,Taekwondo,49 - 57 kg women,Women,GOLD,Athlete,,,Su-Jeong Im,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8298,1,Taekwondo,67 kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maria-del-rosario-espinoza-espinoza,Maria Del Rosario Espinoza Espinoza,Mexico,MX,MEX,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8302,1,Rowing,single sculls 1x women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/rumyana-neykova,Rumyana Neykova,Bulgaria,BG,BUL,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,0,2
8407,1,Wrestling,"Flyweight, Freestyle (≤48 kilograms) Women",Women,GOLD,Athlete,,https://olympics.com/en/athletes/carol-huynh,Carol Huynh,Canada,CA,CAN,China,Beijing 2008,Summer,2008,Wrestling,3,1,Other,,32,0,2
8423,1,Athletics,20km race walk women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/olga-kaniskina,Olga Kaniskina,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8426,1,Athletics,long jump women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maurren-maggi,Maurren Maggi,Brazil,BR,BRA,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8428,1,Athletics,1500m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/nancy-jebet-langat,Nancy Jebet Langat,Kenya,KE,KEN,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8431,1,Athletics,shot put women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/valerie-adams,Valerie Adams,New Zealand,NZ,NZL,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8434,1,Athletics,heptathlon women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/natallia-dobrynska,Natallia Dobrynska,Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8470,1,Athletics,pole vault women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yelena-isinbaeva,Yelena Isinbaeva,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8485,1,Athletics,triple jump women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/francoise-mbango-etone,Françoise Mbango Etone,Cameroon,CM,CMR,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8491,1,Athletics,10000m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh Dibaba,Ethiopia,ET,ETH,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8509,1,Athletics,high jump women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tia-hellebaut,Tia Hellebaut,Belgium,BE,BEL,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8512,1,Athletics,400m hurdles women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/melaine-walker,Melaine Walker,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8515,1,Athletics,200m women,Women,GOLD,Athlete,,,Veronica Campbell-Brown,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8518,1,Athletics,marathon women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/constantina-tomescu,Constantina Tomescu,Romania,RO,ROU,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8521,1,Athletics,5000m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh Dibaba,Ethiopia,ET,ETH,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8527,1,Athletics,100m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/shelly-ann-fraser-pryce,Shelly-Ann Fraser-Pryce,Jamaica,JM,JAM,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8533,1,Athletics,javelin throw women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/barbora-spotakova,Barbora Spotakova,Czech Republic,CZ,CZE,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8536,1,Athletics,3000m steeplechase women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gulnara-galkina-samitova,Gulnara Galkina-Samitova,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8539,1,Athletics,800m women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/pamela-jelimo,Pamela Jelimo,Kenya,KE,KEN,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8542,1,Athletics,hammer throw women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yipsi-moreno,Yipsi Moreno,Cuba,CU,CUB,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,0,2
8567,1,Judo,- 48 kg - extralightweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/alina-dumitru,Alina Dumitru,Romania,RO,ROU,China,Beijing 2008,Summer,2008,Judo,5,2,Other,,32,0,2
8619,1,Weightl.,69kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/oxana-slivenko,Oxana Slivenko,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8625,1,Weightl.,48kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/wei-ling-chen,Wei-Ling Chen,Chinese Taipei,TW,TPE,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8628,1,Weightl.,75kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/alla-vazhenina,Alla Vazhenina,Kazakhstan,KZ,KAZ,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8634,1,Weightl.,63kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/hyon-suk-pak,Hyon Suk Pak,North Korea,KP,PRK,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8643,1,Weightl.,+75kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mi-ran-jang-1,Mi-Ran Jang,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8652,1,Weightl.,53kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/prapawadee-jaroenrattanatarakoon,Prapawadee Jaroenrattanatarakoon,Thailand,TH,THA,China,Beijing 2008,Summer,2008,Weightlifting,3,2,Other,,32,0,2
8715,1,Shooting,10m air rifle 40 shots women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/katerina-emmons,Katerina Emmons,Czech Republic,CZ,CZE,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,2
8724,1,Shooting,trap 75 targets women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/satu-makela-nummela,Satu Makela-Nummela,Finland,FI,FIN,China,Beijing 2008,Summer,2008,Shooting,1,2,Other,,32,0,2
8745,1,Tennis,Singles women,Women,GOLD,Athlete,,,Yelena Dementyeva,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8751,1,Rhythmic Gymnastics,individual all-round women,Women,GOLD,Athlete,,,Yevgeniya Kanayeva,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8766,1,Canoe Sprint,K1 500m kayak single women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/inna-osipenko-rodomska,Inna Osipenko-Rodomska,Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8778,1,Marathon Swimming,marathon 10km women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/larisa-ilchenko,Larisa Ilchenko,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8781,1,Cycling Track,points race women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/marianne-vos,Marianne Vos,Netherlands,NL,NED,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8861,1,Swimming,200m backstroke women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kirsty-leigh-coventry,Kirsty Leigh Coventry,Zimbabwe,ZW,ZIM,China,Beijing 2008,Summer,2008,Swimming,2,1,Other,,32,0,2
8888,1,Canoe Slalom,K1 kayak single women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/elena-kaliska,Elena Kaliska,Slovakia,SK,SVK,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,0,2
8903,1,Art. Gymn.,floor exercises women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/sandra-raluca-izbasa,Sandra Raluca Izbasa,Romania,RO,ROU,China,Beijing 2008,Summer,2008,Artistic Gymnastics,4,1,Other,,32,0,2
8912,1,Art. Gymn.,vault women,Women,GOLD,Athlete,,,Un-Jong Hong,North Korea,KP,PRK,China,Beijing 2008,Summer,2008,Artistic Gymnastics,4,1,Other,,32,0,2
724,1,Water Polo,water polo men,Men,BRONZE,GameTeam,Serbia team,,,Serbia,RS,SRB,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
733,1,Rowing,lightweight coxless four 4 men,Men,BRONZE,GameTeam,Canada team,,,Canada,CA,CAN,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,1,0
751,1,Handball,handball men,Men,BRONZE,GameTeam,Spain team,,,Spain,ES,ESP,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
763,1,Athletics,4x100m relay men,Men,BRONZE,GameTeam,Brazil team,,,Brazil,BR,BRA,China,Beijing 2008,Summer,2008,Athletics,1,1,Other,,32,1,0
775,1,Volleyball,volleyball men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
799,1,Table Tennis,Team men,Men,BRONZE,GameTeam,Republic of Korea team,,,South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
805,1,Basketball,basketball men,Men,BRONZE,GameTeam,Argentina team,,,Argentina,AR,ARG,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
814,1,Cycling Track,Team Pursuit 4000m men,Men,BRONZE,GameTeam,New Zealand team,,,New Zealand,NZ,NZL,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
838,1,Football,tournament men,Men,BRONZE,GameTeam,Brazil team,,,Brazil,BR,BRA,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
3687,1,Badminton,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #1,,"['Jiman Hwang', 'Jaejin Lee']",South Korea,KR,KOR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
3727,1,Beach Volleyball,Beach volleyball men,Men,BRONZE,GameTeam,Brazil team #2,,"['- Emanuel', 'Ricardo ']",Brazil,BR,BRA,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
3870,1,Canoe Slalom,C2 canoe double men,Men,BRONZE,GameTeam,Russian Federation team,,"['Mikhail Kuznetsov', 'Dmitry Larionov']",Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
4037,1,Canoe Sprint,K2 500m kayak double men,Men,BRONZE,GameTeam,Belarus team,,"['Roman Petrushenko', 'Vadim Makhnyov']",Belarus,BY,BLR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
4192,1,Cycling Track,Madison men,Men,BRONZE,GameTeam,Russian Federation team,,"['Alexey Markov', 'Mikhail Ignatyev']",Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
4232,1,Diving,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Russian Federation team,,"['Dmitriy Dobroskok', 'Gleb Galperin']",Russian Federation,RU,RUS,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
4262,1,Diving,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Ukraine team,,"['Oleksiy Prygorov', 'Illya Kvasha']",Ukraine,UA,UKR,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
4589,1,Rowing,lightweight double sculls 2x men,Men,BRONZE,GameTeam,Denmark team,,"['Rasmus Nicholai Quist Hansen', 'Mads Rasmussen']",Denmark,DK,DEN,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,1,0
4636,1,Rowing,pair without coxswain 2 men,Men,BRONZE,GameTeam,New Zealand team,,"['George Bridgewater', 'Nathan Twaddle']",New Zealand,NZ,NZL,China,Beijing 2008,Summer,2008,Rowing,2,2,Other,,32,1,0
4821,1,Sailing,Star - Keelboat men,Men,BRONZE,GameTeam,Sweden team,,"['Fredrik Loof', 'Anders Ekstrom']",Sweden,SE,SWE,China,Beijing 2008,Summer,2008,Other,0,0,Other,,32,1,0
